id,товар,назва товару,марка,дата,час,шт,грам,літрів,вартість,сума,заповнив,is_interesting,why
92232352,кава,кава розчинна,Jacobs Monarch,05.09.2018,,,450,,141.80,,Карина,,
92232352,алкоголь,віскі,Jack Daniels,06.09.2018,,1,,0.5,369.80,,Карина,,
92232352,алкоголь,віскі,Jameson,06.09.2018,,1,,0.5,403.90,,Карина,,
92232352,сир,сир твердий,Комо,30.09.2018,,2,150,,37.80,75.60,Карина,,
92232352,ковбаса та ковбасні вироби,ковбаса,М’ясна лавка,30.09.2018,,2,420,,51.40,102.80,Карина,,
92232352,ковбаса та ковбасні вироби,ковбаса,М’ясна лавка,30.09.2018,,1,420,,61.90,,Карина,,
92232352,сир,сир твердий,Звенигора,30.09.2018,,2,200,,46.40,139.20,Карина,,
92232352,ковбаса та ковбасні вироби,ковбаса,М’ясна лавка,30.09.2018,,1,1749,,407.32,,Карина,,
92232352,сир,сир твердий,,09.10.2018,,4,185,,43.60,174.40,Карина,,
92232352,кава,кава розчинна,Nescafe,09.10.2018,,1,210,,174.90,,Карина,,
92232611,алкоголь,коньяк,Шабо,26.10.2018,,2,,0.5,341.74,,Карина,,
92232611,мʼясо та м'ясні продукти,шийка свиняча,Глобино,26.10.2018,,,959,,139.00,,Карина,,
92232900,фрукти,банани,,24.12.2019,,,1630,,43.11,,Карина,yes,мати малолітньої
89662826,ікра,ікра червона,Norven,21.01.2020,,1,120,,295.67,,Вероніка,,
89662826,ікра,ікра червона,Рибкоппродукт,21.01.2020,,2,120,,184.25,368.50,Вероніка,,
92232900,бакалія,пюре картопляне ,Своя Лінія,24.12.2019,,,120,,12.50,,Карина,yes,мати малолітньої
92232900,одяг,шкарпетки,,24.12.2019,,,,,44.50,,Карина,yes,мати малолітньої
92232900,бакалія,цукор,,24.12.2019,,,1000,,12.90,,Карина,yes,мати малолітньої
92232900,риба,сьомга,Своя Лінія,24.12.2019,,1,50,,34.90,,Карина,yes,мати малолітньої
92232900,мʼясо та м'ясні продукти,гомілка,Своя Лінія,24.12.2019,,,,,72.63,,Карина,yes,мати малолітньої
92232900,молочна продукція,молоко згущене,Ічня,24.12.2019,,1,,,19.90,,Карина,yes,мати малолітньої
89665338,кава,кава розчинна,Jacobs Monarh,30.04.2020,,2,95,,121.60,243.20,Вероніка,,
89665338,алкоголь,напій енергетичний,Revo Alco Energy,30.04.2020,,1,,0.5,30.00,,Вероніка,,
89665745,алкоголь,віскі,Ballantine’s Finest,01.06.2020,,1,,0.5,328.04,,Вероніка,,
89668150,алкоголь,коньяк,Старий Кахеті,18.05.2019,,1,,0.5,189.03,,Вероніка,,
89668150,косметика,дезодорант,Axe ,18.05.2019,,2,,,58.51,117.02,Вероніка,,
89668150,ковбаса та ковбасні вироби,ковбаса,М’ясна лавка,18.05.2019,,1,680,,171.05,,Вероніка,,
89668989,алкоголь,віскі,Jack Daniels,13.4.2020,,1,,0.5,356.00,,Вероніка,,
89668989,алкоголь,віскі,Jack Daniels,16.4.2020,,1,,0.5,356.00,,Вероніка,,
89668989,алкоголь,віскі,Jack Daniels,30.4.2020,,1,,0.5,356.00,,Вероніка,,
89669036,майно АТБ,візок закупівельний,Renault master,27.3.2020,,1,,,2831.72,,Вероніка,,
92232900,консерви,маслини,Maestro,24.12.2019,,1,170,,22.50,,Карина,yes,мати малолітньої
92232900,консерви мʼясні,печінка,Banga,24.12.2019,,1,115,,33.90,,Карина,yes,мати малолітньої
92232900,мʼясо та м'ясні продукти,грудинка,,24.12.2019,,1,120,,23.70,,Карина,yes,мати малолітньої
92232900,чай,чай чорний,Alokozay,24.12.2019,,1,,,18.40,,Карина,yes,мати малолітньої
92232900,одяг,шапка,,24.12.2019,,1,,,79.90,,Карина,yes,мати малолітньої
92232900,мʼясо та м'ясні продукти,балик,Глобино,24.12.2019,,1,80,,26.90,,Карина,yes,мати малолітньої
92232900,побутова хімія,засіб для прання,,24.12.2019,,1,,,59.90,,Карина,yes,мати малолітньої
92232900,одяг,шкарпетки,Своя Лінія,24.12.2019,,,,,17.90,,Карина,yes,мати малолітньої
92232900,приправа,,,24.12.2019,,,25,,3.90,,Карина,yes,мати малолітньої
92232900,напівфабрикати,крабові палички,VICI,24.12.2019,,,250,,45.30,,Карина,yes,мати малолітньої
92232900,мʼясо та м'ясні продукти,курка,Ситний Ряд,24.12.2019,,,968,,113.54,,Карина,yes,мати малолітньої
92232900,товар,запальничка,,24.12.2019,,1,,,12.90,,Карина,yes,мати малолітньої
89673433,ковбаса та ковбасні вироби,ковбаса,,10.04.2020,,1,696,,160.60,,Вероніка,,
89673433,ковбаса та ковбасні вироби,ковбаса,,10.04.2020,,1,400,,92.90,,Вероніка,,
89673637,ікра,ікра червона,Золотий Резерв ,25.08.2018,,1,130,,230.00,,Вероніка,yes,неповнолітній
92232900,молочна продукція,масло вершкове,Ферма,24.12.2019,,1,200,,49.70,,Карина,yes,мати малолітньої
92232900,алкоголь,лікер,Jack Daniels,24.12.2019,,1,,0.5,325.00,,Карина,yes,мати малолітньої
92232900,фрукти,ківі,,24.12.2019,,,500,,25.90,,Карина,yes,мати малолітньої
92232900,солодощі,вафлі,King Milk,24.12.2019,,,35,,19.70,,Карина,yes,мати малолітньої
92232900,спеції,перець,,24.12.2019,,,20,,4.00,,Карина,yes,мати малолітньої
92232900,сир,сир твердий,Звенигора,24.12.2019,,,,,41.50,,Карина,yes,мати малолітньої
92232900,алкоголь,пиво,Чернігівське,24.12.2019,,1,,1.15,27.00,,Карина,yes,мати малолітньої
92232900,молочна продукція,йогурт,Дольче,24.12.2019,,,200,,15.70,,Карина,yes,мати малолітньої
92232900,риба,оселедець,,24.12.2019,,,,,42.40,,Карина,yes,мати малолітньої
92232900,хлібобулочні вироби,батон,Слобожанський,24.12.2019,,,450,,13.20,,Карина,yes,мати малолітньої
89675653,алкоголь,віскі,Jameson,20.10.2019,,1,,0.5,383.75,,Вероніка,,
92232900,солодощі,батончик,Kinder,25.01.2020,,1,100,,35.30,,Карина,yes,мати малолітньої
92232900,фрукти,апельсини,,25.01.2020,,,1000,,22.90,,Карина,yes,мати малолітньої
92232900,фрукти,банани,,25.01.2020,,,1000,,32.95,,Карина,yes,мати малолітньої
92232900,молочна продукція,йогурт,Danone,25.01.2020,,,260,,20.20,,Карина,yes,мати малолітньої
92232900,дитячі товари,підгузки,Huggies,25.01.2020,,,,,318.10,,Карина,yes,мати малолітньої
89675917,NA,,,,,,,,,,Вероніка,,
92232900,мʼясо та м'ясні продукти,балик,Глобино,25.01.2020,,1,80,,33.80,,Карина,yes,мати малолітньої
92232900,ковбаса та ковбасні вироби,сосиски,М’ясна лавка,25.01.2020,,1,330,,37.60,,Карина,yes,мати малолітньої
92232900,мʼясо та м'ясні продукти,курячі крильця,Бащинський,25.01.2020,,1,,,98.24,,Карина,yes,мати малолітньої
92232900,солодощі,яйце kinder,Kinder,25.01.2020,,1,100,,121.90,,Карина,yes,мати малолітньої
92232900,мʼясо та м'ясні продукти,ковбаса,Добров,25.01.2020,,1,80,,29.10,,Карина,yes,мати малолітньої
89683766,солодощі,шоколад,Milka,15.01.2019,,10,100,,23.50,235.00,Вероніка,,
89683766,кава,кава розчинна,Jacobs Monarch,23.01.2019,,1,90,,47.75,,Вероніка,,
89683766,солодощі,шоколад,Milka,23.01.2019,,8,100,,23.50,188.00,Вероніка,,
89683766,сир,сир напівтвердий,,23.01.2019,,1,200,,40.75,,Вероніка,,
89691213,алкоголь,віскі,Jack Daniels,02.10.2018,,1,,0.5,308.17,,Вероніка,,
89691213,алкоголь,лікер,Sheridans,02.10.2018,,1,,0.5,407.67,,Вероніка,,
89691214,алкоголь,лікер,Sheridans,13.10.2018,,1,,0.5,407.67,,Вероніка,,
89691214,алкоголь,віскі,Jack Daniels,13.10.2018,,1,,0.5,308.17,,Вероніка,,
92232900,сир,сирок глазурований,Злагода,25.01.2020,,,120,,33.20,,Карина,yes,мати малолітньої
92232900,солодощі,цукерки,Ferrero Rocher,25.01.2020,,,100,,81.00,,Карина,yes,мати малолітньої
92232900,солодощі,торт,Своя Лінія,25.01.2020,,,500,,55.90,,Карина,yes,мати малолітньої
92232900,ковбаса та ковбасні вироби,сосиски,М’ясна лавка,25.01.2020,,1,330,,41.30,,Карина,yes,мати малолітньої
92232900,сумка,сумка господарська,,25.01.2020,,1,,,64.90,,Карина,yes,мати малолітньої
92232900,одяг,шкарпетки,Conte,25.01.2020,,2,,,77.80,,Карина,yes,мати малолітньої
92232900,солодощі,жувальну гумку,Orbit,25.01.2020,,1,14,,8.80,,Карина,yes,мати малолітньої
92232900,сир,сир твердий,Звенигора,25.01.2020,,1,230,,70.20,,Карина,yes,мати малолітньої
92232900,консерви рибні,тріска консервована,De Luxe Foods Goods Selected,25.01.2020,,1,121,,37.90,,Карина,yes,мати малолітньої
92232900,дитячі товари,іграшка,Beanie Boo's,25.01.2020,,3,,,387.00,,Карина,yes,мати малолітньої
92232900,косметика,шампунь,,25.01.2020,,,,0.4,97.50,,Карина,yes,мати малолітньої
92232900,сумка,еко-сумка,,25.01.2020,,2,,,69.80,,Карина,yes,мати малолітньої
92232900,солодощі,драже,Mars,25.01.2020,,1,90,,27.40,,Карина,yes,мати малолітньої
92232900,взуття,капці,,25.01.2020,,1,,,99.90,,Карина,yes,мати малолітньої
92232900,солодощі,цукерки,,25.01.2020,,5,42,,62.00,,Карина,yes,мати малолітньої
92232900,молочна продукція,йогурт,,25.01.2020,,1,450,,15.70,,Карина,yes,мати малолітньої
92232900,алкоголь,напій,Glen Morris ,25.01.2020,,1,,0.5,76.20,,Карина,yes,мати малолітньої
92232900,косметика,бальзам,Elseve,25.01.2020,,1,,0.2,52.70,,Карина,yes,мати малолітньої
92232900,одяг,шкарпетки,Premier Socks,25.01.2020,,1,,,35.80,,Карина,yes,мати малолітньої
92232900,косметика,дезодорант,Rexona,25.01.2020,,1,,0.15,44.60,,Карина,yes,мати малолітньої
92239236,солодощі,батончик,Mars,09.09.2020,,3,,,15.12,45.36,Карина,,
92239236,ковбаса та ковбасні вироби,ковбаса,М’ясна лавка,09.09.2020,,1,420,,25.00,,Карина,,
92239236,соус,майонез,Королівський Смак,09.09.2020,,1,380,,15.05,,Карина,,
92239236,ікра,ікра червона,,09.09.2020,,2,120,,83.52,167.04,Карина,,
92239236,мʼясо та м'ясні продукти,буженина,М’ясна лавка,09.09.2020,,1,380,,83.52,,Карина,,
92245040,NA,,,,,,,,,,Карина,,
92261247,майно АТБ,кошик,,19.08.2020,,1,,,104.33,,Карина,,
92261247,мʼясо та м'ясні продукти,шашлик,М’ясна лавка,19.08.2020,,1,1462,,213.85,,Карина,,
92261247,мʼясо та м'ясні продукти,буженина,М’ясна лавка,19.08.2020,,1,322,,61.05,,Карина,,
92261247,сир,сир м'який,Lazur,19.08.2020,,1,100,,50.82,,Карина,,
92261247,сир,сир м'який,Золотий резерв ,19.08.2020,,1,250,,51.03,,Карина,,
92261247,соус,сацебелі,Руна,19.08.2020,,1,485,,27.47,,Карина,,
92261247,мʼясо та м'ясні продукти,стейк,,19.08.2020,,1,722,,49.93,,Карина,,
92261247,алкоголь,джин,Palmbridge,19.08.2020,,,,0.7,241.10,,Карина,,
92261247,мʼясо та м'ясні продукти,шашлик,Своя Лінія,19.08.2020,,1,1029,,170.22,,Карина,,
92273792,ікра,ікра червона,Рибкоппродукт,19.08.2020,,3,120,,195.93,,Карина,,
92273792,алкоголь,лікер,Sheridans,24.08.2020,,1,,0.5,335.43,,Карина,,
92273792,кава,кава мелена,Lavazza,24.08.2020,,1,250,,112.25,,Карина,,
92277318,алкоголь,ром,Captain Morgan,17.08.2020,,2,,0.5,213.17,426.34,Карина,,
92283005,алкоголь,віскі,Jack Daniels,13.09.2020,,1,,0.5,331.68,,Карина,,
92298656,алкоголь,горілка,Козацька Рада,22.09.2020,,2,,1,143.04,286.08,Карина,,
92298656,солодощі,шоколад,Millennium,22.09.2020,,5,90,,16.24,81.20,Карина,,
92302942,алкоголь,лікер,Sheridans,21.07.2019,,1,,0.5,585.33,,Карина,,
92304335,алкоголь,віскі,Chivas Regal,09.04.2020,,1,,0.5,595.15,,Карина,,
92304914,алкоголь,коньяк,Baron ,29.08.2020,,1,,0.7,704.63,,Карина,,
92304914,солодощі,шоколад,Світоч,29.08.2020,,1,90,,22.14,,Карина,,
92308355,солодощі,батончик,Kinder,06.09.2020,,1,,,20.90,,Карина,,
92308355,солодощі,вафлі,Kinder,06.09.2020,,3,,,20.90,,Карина,,
92308355,солодощі,батончик,Mars,06.09.2020,,2,,,20.30,,Карина,,
92308355,солодощі,шоколад,Millennium,06.09.2020,,2,,,25.90,,Карина,,
92308355,солодощі,шоколад,Milka,06.09.2020,,4,,,33.20,,Карина,,
92308355,солодощі,жувальна гумка,Orbit,06.09.2020,,2,,,10.90,,Карина,,
92308355,канцтовари,калькулятор,,06.09.2020,,1,,,59.90,,Карина,,
92308355,канцтовари,олівці,,06.09.2020,,3,,,21.90,,Карина,,
92320327,алкоголь,віскі,Johnnie Walker,21.05.2020,,1,,0.5,299.30,,Карина,,
92320606,NA,,,,,,,,,,Карина,,
92328935,алкоголь,горілка,Хортиця,06.05.2020,,2,,1,142.00,284.00,Карина,,
92328935,макаронні вироби,макарони,Своя Лінія,06.05.2020,,,1000,,16.00,,Карина,,
92328935,хлібобулочні вироби,хліб,,06.05.2020,,,700,,9.00,,Карина,,
92328935,бакалія,цукор,,06.05.2020,,,1000,,11.00,,Карина,,
89695930,алкоголь,віскі,Jonnie Walker,09.04.2020,,1,,0.5,400.80,,Вероніка,,
89695930,мʼясо та м'ясні продукти,курка,Ситний ряд,09.04.2020,,1,,414,78.03,,Вероніка,,
92329275,алкоголь,вино,Martini,29.07.2019,,1,,0.75,300.30,,Карина,,
92329275,косметика,крем,Nivea,04.11.2019,,2,,,,317.80,Карина,,
92329275,косметика,крем,Nivea,04.11.2019,,2,,,,317.80,Карина,,
89695930,алкоголь,віскі,Jack Daniels,09.04.2020,,1,,0.5,436.70,,Вероніка,,
89695930,мʼясо та м'ясні продукти,курка,Ситний Ряд,09.04.2020,,1,,,79.17,,Вероніка,,
89695930,напій безалкогольний,напій газований,Shake,09.04.2020,,1,,0.5,29.70,,Вероніка,,
89695930,алкоголь,віскі,Jagermeister,10.04.2020,,1,,0.5,258.50,,Вероніка,,
89707946,NA,,,,,,,,,,Вероніка,,
92344641,алкоголь,горілка,Мороша Джерельна,05.03.2019,,1,,0.2,,,Карина,,
92344641,консерви рибні,тріска консервована,Боцман,05.03.2019,,2,160,,,,Карина,,
92344641,консерви мʼясні,консерва м'ясна,Аквамарин,05.03.2019,,2,100,,,,Карина,,
92344641,консерви рибні,тріска консервована,De Luxe Foods Goods Selected,05.03.2019,,1,121,,,,Карина,,
92344641,ковбаса та ковбасні вироби,ковбаса,Добров,05.03.2019,,1,465,,,,Карина,,
92344802,алкоголь,віскі,Jack Daniels,04.02.2020,,1,,0.5,405.10,,Карина,,
92344802,алкоголь,віскі,Jack Daniels,04.03.2020,,1,,0.5,405.10,,Карина,,
92351517,алкоголь,віскі,Jack Daniels,09.09.2020,,1,,0.5,350.81,,Карина,,
92351517,ковбаса та ковбасні вироби,ковбаса,Добров,09.09.2020,,,80,,28.31,,Карина,,
92351517,ковбаса та ковбасні вироби,ковбаса,Добров,09.09.2020,,,80,,24.22,,Карина,,
92351517,ковбаса та ковбасні вироби,ковбаса,Добров,09.09.2020,,,80,,28.33,,Карина,,
89707999,алкоголь,текіла,Tiscaz,03.04.2020,,1,,0.7,259.40,,Вероніка,,
89707999,мʼясо та м'ясні продукти,шашлик,М'ясна весна,03.04.2020,,1,,,455.23,,Вероніка,,
89709210,молочна продукція,масло вершкове,Яготинське,23.01.2020,,1,200,,45.43,,Вероніка,,
89709210,кава,кава розчинна,Jacobs Monarch,23.01.2020,,1,90,,29.13,,Вероніка,,
89709210,мʼясо та м'ясні продукти,балик,Добров,23.01.2020,,1,340,,140.88,,Вероніка,,
89709210,солодощі,шоколад,Simon Coll,23.01.2020,,2,85,,85.80,171.60,Вероніка,,
89709210,сир,сир плавлений,Своя Лінія,23.01.2020,,2,90,,28.40,56.80,Вероніка,,
89709210,ковбаса та ковбасні вироби,ковбаса,М’ясна лавка,23.01.2020,,1,500,,72.70,,Вероніка,,
89709210,чай,чай чорний,Greenfield,23.01.2020,,1,100,,41.33,,Вероніка,,
89710143,алкоголь,бренді,Shabo,21.03.2020,,1,,,136.42,,Вероніка,,
89710143,риба,сьомга слабосолена,,21.03.2020,,2,,,98.50,197.00,Вероніка,,
89710143,алкоголь,горілка,Nemiroff,24.03.2020,,1,,,78.25,,Вероніка,,
89710143,алкоголь,горілка,Chantel Azur,24.03.2020,,1,,,105.33,,Вероніка,,
89710143,мʼясо та м'ясні продукти,рулет курячий,Бащинський,24.03.2020,,1,,,99.38,,Вероніка,,
89712030,NA,,,,,,,,,,Вероніка,,
89712446,NA,,,,,,,,,,Вероніка,,
89719797,алкоголь,коньяк,Shabo,14.11.2019,,1,,0.5,151.90,,Вероніка,,
89719797,алкоголь,коньяк,Shabo,14.11.2019,,1,,0.5,151.90,,Вероніка,,
89719797,алкоголь,віскі,Jack Daniels,22.11.2019,,,,0.5,400.80,,Вероніка,,
92365570,косметика,касети для гоління,Gillette,26.06.2020,,2,,,223.76,447.52,Карина,yes,батько малолітньої 
92365570,косметика,касети для гоління,Gillette,26.06.2020,,2,,,223.76,447.52,Карина,yes,батько малолітньої 
92365570,косметика,касети для гоління,Gillette,26.06.2020,,2,,,223.76,447.52,Карина,yes,батько малолітньої 
92365570,алкоголь,віскі,Jameson,29.06.2020,,1,,0.5,380.50,,Карина,yes,батько малолітньої 
92365570,алкоголь,віскі,Jameson,29.06.2020,,1,,0.5,380.50,,Карина,yes,батько малолітньої 
92365570,алкоголь,віскі,Jack Daniels,03.07.2020,,1,,0.5,356.00,,Карина,yes,батько малолітньої 
92365570,алкоголь,віскі,Jack Daniels,03.07.2020,,1,,0.5,356.00,,Карина,yes,батько малолітньої 
92386449,алкоголь,коньяк,Старий Кахети,12.06.2020,,1,,0.5,232.00,,Карина,,
92390568,мʼясо та м'ясні продукти,шийка свиняча,Добров,20.09.2020,,1,895,,402.38,,Карина,,
92390569,кава,кава розчинна,Jacobs Monarch,12.06.2020,,2,,,163.00,326.00,Карина,,
92393218,косметика,касети для гоління,Gillette,12.08.2020,,1,,,239.30,,Карина,,
92393218,косметика,касети для гоління,Gillette,12.08.2020,,1,,,286.50,,Карина,,
92393218,солодощі,шоколад,Milka,12.08.2020,,2,,,21.00,,Карина,,
92393218,солодощі,шоколад,Milka,12.08.2020,,2,,,32.40,,Карина,,
92400866,NA,,,,,,,,,,Карина,,
92403726,алкоголь,лікер,Baileys,22.03.2020,,1,,0.5,,,Карина,,
92403726,алкоголь,коньяк,Шабо,22.03.2020,,1,,,,,Карина,,
92403726,солодощі,яйце kinder,Kinder,22.03.2020,,3,20,,,,Карина,,
92403726,солодощі,драже,Mentos,22.03.2020,,2,37,,,,Карина,,
92403726,косметика,крем,Nivea,22.03.2020,,1,,,,,Карина,,
92403726,одяг,труси дитячі,,22.03.2020,,1,,,,,Карина,,
92403726,спеції,суміш прянощів,Kamis,22.03.2020,,1,15,,,,Карина,,
92403726,,насіння моркви,Свитязь,22.03.2020,,1,7,,,,Карина,,
92403726,,насіння буряка,Свитязь,22.03.2020,,1,10,,,,Карина,,
92403726,,насіння петрушки ,Свитязь,22.03.2020,,4,2,,,,Карина,,
92403726,,насіння огірка ,Свитязь,22.03.2020,,3,,,,,Карина,,
92403726,,резинка для волосся ,,22.03.2020,,1,,,,,Карина,,
92403726,,цибулини квітів,,22.03.2020,,2,,,,,Карина,,
92406963,алкоголь,віскі,Chivas Regal,25.05.2020,,1,,0.5,579.60 ,,Карина,,
92406963,алкоголь,ром,Shipmaster,25.05.2020,,1,,0.7,163.68,,Карина,,
92406963,алкоголь,лікер,Baileys,25.05.2020,,1,,0.5,345.84,,Карина,,
92413154,алкоголь,бренді,Шабо,17.12.2017,14:04,1,,0.5,109.97,,Карина,yes,батько малолітньої/ повертався багато разів
92413154,алкоголь,бренді,Шабо,17.12.2017,14:04,1,,0.25,54.90,,Карина,yes,батько малолітньої/ повертався багато разів
92413154,алкоголь,коньяк,Коблево,17.12.2017,15:05,1,,0.5,138.52,,Карина,yes,батько малолітньої/ повертався багато разів
92413154,алкоголь,бренді,Шабо,17.12.2017,15:05,1,,0.5,109.97,,Карина,yes,батько малолітньої/ повертався багато разів
92413154,алкоголь,бренді,Шабо,17.12.2017,15:15,1,,0.5,109.97,,Карина,yes,батько малолітньої/ повертався багато разів
92413154,алкоголь,коньяк,Шустов,17.12.2017,15:15,1,,0.5,119.46,,Карина,yes,батько малолітньої/ повертався багато разів
92413154,алкоголь,коньяк,France,17.12.2017,16:08,2,,0.5,138.52,,Карина,yes,батько малолітньої/ повертався багато разів
92413154,алкоголь,коньяк,Коблево,17.12.2017,16:08,1,,0.5,138.52,,Карина,yes,батько малолітньої/ повертався багато разів
92421665,NA,,,,,,,,,,Карина,,
92441870,NA,,,,,,,,,,Карина,,
92444569,алкоголь,горілка,Хлібний Дар,19.05.2019,,1,,0.5,89.40,,Карина,,
92444569,вода,вода мінеральна,Боржомі,19.05.2019,,1,,,23.90,,Карина,,
92444569,косметика,зубна паста,Colgate,19.05.2019,,1,,,72.90,,Карина,,
92444569,солодощі,паста шоколадна,Nusica,19.05.2019,,1,,,56.60,,Карина,,
92444728,алкоголь,віскі,Speymhor,12.10.2020,,1,,0.7,308.25,,Карина,,
92445278,алкоголь,віскі,Dewar’s White Label,10.07.2020,,1,,0.7,350.20,,Карина,yes,батько малолітньої
92450819,алкоголь,коньяк,Vkus Armenii,19.03.2020,,1,,0.25,92.40,,Карина,,
92450819,алкоголь,коньяк,Vkus Armenii,19.03.2020,,1,,0.5,183.50,,Карина,,
92450819,алкоголь,віскі,Johnnie Walker,20.03.2020,,1,,0.5,350.15,,Карина,,
92456795,алкоголь,віскі,Jack Daniels,09.08.2020,,1,,0.5,452.50,905.00,Карина,,
92456795,алкоголь,віскі,Jack Daniels,10.08.2020,,2,,0.5,452.50,905.00,Карина,,
92456795,алкоголь,віскі,Jack Daniels,10.08.2020,,1,,0.5,452.50,,Карина,,
92456795,алкоголь,лікер,Jim Beam,12.08.2020,,1,,0.5,389.10,,Карина,,
92456795,солодощі,молоко згущене,Ічня,12.08.2020,,2,900,,54.80,,Карина,,
92456795,алкоголь,лікер,Jim Beam,15.08.2020,,1,,0.5,389.10,,Карина,,
92456795,солодощі,молоко згущене,Ічня,15.08.2020,,1,900,,54.80,,Карина,,
89720163,риба,форель слабосолена,Своя Лінія,15.04.2020,,4,180,,134.30,537.20,Вероніка,,
92462787,солодощі,молоко згущене,Розумний вибір,16.10.2019,,2,,250,29.60,,Карина,,
92462787,ікра,ікра червона,Рибкоппродукт,16.10.2019,,2,120,,,356.66,Карина,,
92462787,солодощі,батончик,Mars,16.10.2019,,2,112.5,,42.00,,Карина,,
92462787,ковбаса та ковбасні вироби,ковбаса,М’ясна лавка,16.10.2019,,1,,0.5,105.90,,Карина,,
92462787,медикамент,тест-смужка,Home Test,16.10.2019,,1,,,29.00,,Карина,,
92463970,NA,,,,,,,,,,Карина,,
92465287,техніка,колонка,,16.09.2019,,,,,333.00,,Карина,,
92466142,алкоголь,віскі,Jim Beam,08.10.2020,,1,,0.5,331.83,,Карина,,
92478178,алкоголь,коньяк,Astafian,08.08.2020,,1,,0.5,203.80,,Карина,,
92478178,алкоголь,коньяк,Шабо,08.08.2020,,1,,0.5,227.40,,Карина,,
92478178,алкоголь,лікер,Baileys,08.08.2020,,1,,0.5,442.40,,Карина,,
92478178,алкоголь,лікер,Sheridans,08.08.2020,,1,,0.5,433.90,,Карина,,
92483650,кава,розчинна,Jacobs Monarch,16.08.2020,,1,425,,242.25,,Карина,,
92489190,алкоголь,коньяк,Hennessy,20.07.2018,,1,,,542.83,,Карина,,
92489190,алкоголь,коньяк,Astafian,27.07.2018,,1,,,233.25,,Карина,,
92489190,алкоголь,коньяк,Старий Кахеті,27.07.2018,,2,,,176.33,,Карина,,
92489190,алкоголь,бренді,Metaxa,04.08.2018,,2,,,228.17,,Карина,,
92489190,алкоголь,коньяк,Старий Кахеті,04.08.2018,,1,,,176.33,,Карина,,
92492334,кава,кава розчинна,Jacobs Monarch,19.02.2020,,4,400,,252.58,1010.32,Карина,,
92495534,NA,,,,,,,,,,Карина,,
92495797,алкоголь,віскі,Hankey Bannister,18.05.2020,,1,,0.7,254.48,,Карина,,
92495797,алкоголь,віскі,Hankey Bannister,18.05.2020,,1,,0.7,254.48,,Карина,,
92495797,алкоголь,віскі,Ballantines Brasil,18.05.2020,,1,,0.7,371.92,,Карина,,
92495797,кава,кава розчинна,Jacobs Monarch,19.05.2020,,1,400,,216.00,,Карина,,
92495797,кава,кава розчинна,Jacobs Monarch,20.05.2020,,1,400,,216.00,,Карина,,
92495797,алкоголь,віскі,Hankey Bannister,20.05.2020,,1,,0.7,254.48,,Карина,,
92495797,алкоголь,віскі,Speymhor,21.05.2020,,1,,0.7,325.17,,Карина,,
92495797,алкоголь,віскі,Chivas Regal,21.05.2020,,1,,0.5,622.08,,Карина,,
92507560,NA,,,,,,,,,,Карина,,
92513411,кава,кава в зернах,Jacobs ,03.06.2020,,1,1000,,279.33,,Карина,,
92513411,кава,кава розчинна,Nescafe Gold,03.06.2020,,1,360,,197.00,,Карина,,
92519594,NA,,,,,,,,,,Карина,,
92528908,NA,,,,,,,,,,Карина,,
92551892,алкоголь,коньяк,Таїрово,04.12.2019,,1,,0.5,203.40,,Карина,,
92551892,алкоголь,коньяк,Таїрово,04.12.2019,,1,,0.5,203.40,,Карина,,
89720649,NA,,,,,,,,,,Вероніка,,
89722373,NA,,,,,,,,,,Вероніка,,
89722704,ікра,ікра червона,Norven,02.12.2019,,1,100,,140,280,Вероніка,,
89722704,ікра,ікра червона,Рибкоппродукт,06.12.2019,,2,120,,165.50,331.00,Вероніка,,
89722704,алкоголь,лікер,Jagermeister,06.12.2019,,,,0.5,210.90,,Вероніка,,
89728747,ікра,ікра червона,Рибкоппродукт,18.01.2020,,2,120,,183.33,366.67,Вероніка,,
89728747,алкоголь,віскі,Jameson,18.01.2020,,1,,,373.24,,Вероніка,,
89736286,алкоголь,коньяк,Hennessy,16.03.2018,,1,,0.5,807.18,,Вероніка,,
89741408,мʼясо та м'ясні продукти,рулет курячий,Гурман,23.12.2019,,1,,,192.45,,Вероніка,,
89741408,дитячі товари,іграшка,,23.12.2019,,1,,,129.00,,Вероніка,,
89741408,дитячі товари,іграшка,,23.12.2019,,1,,,194.00,,Вероніка,,
92552205,NA,,,,,,,,,,Карина,,
92561856,ковбаса та ковбасні вироби,ковбаса,М’ясна лавка,26.02.2020,,4,500,,80.40,,Карина,,
89741606,солодощі,шоколад,Milka,24.07.2019,20:50,6,300,,68.20,409.20,Вероніка,,
89741606,солодощі,шоколад,Milka,24.07.2019,21:12,4,300,,68.20,272.80,Вероніка,,
89742255,NA,,,,,,,,,,Вероніка,,
92563494,горіхи,фісташки,,29.08.2020,,1,200,,120.75,,Карина,yes,мати малолітніх 
89744899,алкоголь,віскі,Jameson,13.02.2020,,1,,0.5,360.75,,Вероніка,,
92563494,дитячі товари,іграшка,,29.08.2020,,1,,,174.17,,Карина,yes,мати малолітніх 
89744899,алкоголь,горілка,Хортиця,26.02.2020,,1,,0.7,83.10,,Вероніка,,
89744899,ковбаса та ковбасні вироби,ковбаса,,26.02.2020,,1,730,,114.42,,Вероніка,,
89744899,алкоголь,пиво,Чернігівське,26.02.2020,,1,,2.35,28.70,,Вероніка,,
