id,товар,назва товару,марка,дата,час,шт,грам,літрів,вартість,сума,заповнив,is_interesting,why
87599947,косметика,піна для гоління,Gillette,07.01.2020,,1,250,,90.00,,Женя,,
87599947,солодощі,шоколад,Millennium,07.01.2020,,8,80,,25.00,200,Женя,,
87599947,ковбаса та ковбасні вироби,балик,,07.01.2020,,1,,,241.68,,Женя,,
87599947,косметика,крем,Nivea,07.01.2020,,1,,,52.00,,Женя,,
87599947,солодощі,горіхова паста,Nutella,08.01.2020,,1,350,,112.00,,Женя,,
87599947,косметика,касети для гоління,Gillette Fusion,08.01.2020,,1,,,263.00,,Женя,,
87599947,косметика,бритва,Gillette,08.01.2020,,1,,,185.27,,Женя,,
87599947,ковбаса та ковбасні вироби,ковбаса,,08.01.2020,,1,280,,69.91,,Женя,,
87599947,косметика,крем,Nivea,13.01.2020,,1,,,52.00,,Женя,,
87599947,ковбаса та ковбасні вироби,ковбаса,Своя Лінія,13.01.2020,,1,1200,,330.32,,Женя,,
87599947,солодощі,шоколад,Корона,16.01.2020,19:10,4,160,,40.90,163.6,Женя,,
87599947,ковбаса та ковбасні вироби,ковбаса,М’ясна лавка,16.01.2020,19:10,1,,,149.67,,Женя,,
87599947,солодощі,молоко згущене,Ічня,16.01.2020,19:35,3,,,50.85,152.56,Женя,,
87599947,солодощі,шоколад,Корона,16.01.2020,19:35,4,,,40.90,163.6,Женя,,
87599947,риба солона,форель слабосолена,Своя Лінія,16.01.2020,19:35,2,180,,125.00,250.00,Женя,,
87599981,ікра,ікра червона,Рибкоппродукт,11.01.2020,,2,120,,185.00,370.00,Женя,,
87599981,ікра,ікра червона,Рибкоппродукт,13.01.2020,,2,120,,185.00,370.00,Женя,,
87599981,ікра,ікра червона,Norven,13.01.2020,,1,120,,234.24,,Женя,,
87599981,ікра,ікра червона,Рибкоппродукт,14.01.2020,,2,120,,185.00,370.00,Женя,,
87599981,ікра,ікра червона,Norven,14.01.2020,,2,120,,240.68,,Женя,,
87600875,алкоголь,коньяк,Старий Кахеті,15.12.2019,02:15,1,,,235.00,,Женя,,
87600875,алкоголь,коньяк,Tigran,15.12.2019,03:44,,,,276.34,,Женя,,
87605888,побутова хімія,порошок,Ariel,27.10.2018,,1,,,389.80,,Женя,,
87608611,кава,кава розчинна,Jacobs Monarch,18.01.2020,07:35,1,400,,258.58,,Женя,,
87608611,кава,кава розчинна,Jacobs Monarch,18.01.2020,20:15,1,400,,252.58,,Женя,,
87608611,кава,кава розчинна,Jacobs Monarch,19.01.2020,,3,200,,163.00,489.00,Женя,,
87608611,сир,сир твердий,Комо,20.01.2020,,1,160,,32.25,,Женя,,
87608611,ковбаса та ковбасні вироби,курячі крильця,Бащинський,20.01.2020,,1,281,,147.54,,Женя,,
87608611,кава,кава розчинна,Jacobs Monarch,20.01.2020,,1,400,,252.58,,Женя,,
87609284,NA,,,,,,,,,,Женя,,
87620922,алкоголь,віскі,White Label,13.11.2019,,1,,0.375,234.90,,Женя,,
87621270,кава,кава розчинна,Jacobs Monarch,09.01.2020,21:10,1,400,,303.10,,Женя,,
87621270,кава,кава розчинна,Jacobs Monarch,09.01.2020,23:18,2,200,,195.60,391.20,Женя,,
87621534,алкоголь,віскі,Jack Daniels,17.06.2019,,1,,0.5,327.44,,Женя,,
87622260,NA,,,,,,,,,,Женя,,
87625561,ікра,ікра червона,Рибкоппродукт,01.07.2019,,5,120,,251.20,1256.00,Женя,,
87625561,алкоголь,віскі,Jack Daniels,04.07.2019,,1,,0.5,401.07,,Женя,,
87629067,алкоголь,коньяк,Koblevo,23.11.2019,,1,,0.25,85.35,,Женя,,
87629067,ковбаса та ковбасні вироби,ковбаса,Добров,23.11.2019,,1,482,,153.28,,Женя,,
87629282,солодощі,жувальну гумку,Orbit,31.07.2019,,48,,,7.60,364.80,Женя,,
87629724,ікра,ікра червона,Рибкоппродукт,01.09.2019,,2,120,,206.24,412.48,Женя,,
87629724,ковбаса та ковбасні вироби,вироби мʼясомісткі,Ковбасний ряд,01.09.2019,,1,,,71.36,,Женя,,
87629724,молочна продукція,масло вершкове,Яготинське,01.09.2019,,1,,,38.32,,Женя,,
87631250,солодощі,жувальну гумку,Orbit,24.12.2019,,17,,,8.83,150.11,Женя,,
87631250,солодощі,жувальну гумку,Orbit,24.12.2019,,1,,,7.92,,Женя,,
87631250,солодощі,жувальну гумку,Orbit,24.12.2019,,28,,,8.83,247.24,Женя,,
87633338,солодощі,шоколад,Milka,27.12.2019,,5,,,69.59,347.90,Женя,,
87634378,хлібобулочні вироби,сайка,,14.12.2019,,1,,,3.70,,Женя,,
87634378,ікра,ікра червона,Спецпосол,14.12.2019,,1,,,127.10,,Женя,,
87635902,ковбаса та ковбасні вироби,шийка свиняча,Добров,04.11.2019,,1,430,,202.75,,Женя,,
87635902,бакалія,цукор,Своя Лінія,04.11.2019,,1,1000,,18.24,,Женя,,
87635902,товари для тварин,туалетний наповнювач,Long Feng,04.11.2019,,1,,,121.67,,Женя,,
87635902,напівфабрикати,крабові палички,Водний мир,05.11.2019,,1,240,,58.40,,Женя,,
87635902,алкоголь,текіла,Messicano,05.11.2019,,1,,0.5,276.19,,Женя,,
87635902,солодощі,цукерки,Roshen,05.11.2019,,1,,,121.22,,Женя,,
87638957,алкоголь,коньяк,Старий Кахеті,16.11.2019,,1,,,205.20,,Женя,,
87642987,ковбаса та ковбасні вироби,ковбаса,Добров,12.12.2019,,1,318,,318.69,,Женя,,
87642987,молочна продукція,сметана,President,12.12.2019,,1,350,,24.30,,Женя,,
87642987,алкоголь,лікер,Jack Daniels,12.12.2019,,1,,0.5,400.80,,Женя,,
87642987,солодощі,цукерки,Лукас,12.12.2019,,1,1000,,78.99,,Женя,,
87642987,ковбаса та ковбасні вироби,ковбаса,Добров,17.12.2019,,1,320,,84.20,,Женя,,
87642987,солодощі,шоколад,Millennium,17.12.2019,,1,100,,32.30,,Женя,,
87642987,алкоголь,лікер,Jack Daniels,17.12.2019,,1,,0.5,408.90,,Женя,,
87642987,солодощі,цукерки,Лукас,17.12.2019,,1,338,,78.99,,Женя,,
87642987,фрукти,мандарини,,17.12.2019,,1,690,,26.95,,Женя,,
87642987,овочі,помідори,,17.12.2019,,1,400,,36.95,,Женя,,
87643363,солодощі,шоколад,Milka,02.04.2019,,4,,,70.66,282.64,Женя,,
87643363,солодощі,шоколад,Milka,24.07.2019,,3,,,70.66,211.98,Женя,,
87643363,солодощі,шоколад,Milka,25.09.2019,,4,,,68.16,272.64,Женя,,
87643363,алкоголь,пиво,Жигулівське,25.09.2019,,1,,2,25.25,,Женя,,
87647949,алкоголь,віскі,Hankey Bannister,07.11.2019,,1,,0.7,372.90,,Женя,,
87658503,косметика,касети для гоління,Gillette Fusion,02.11.2019,,1,,,226.20,,Женя,,
87663264,ікра,ікра червона,Рибкоппродукт,24.03.2019,,1,120,,276.97,,Женя,,
87663264,ковбаса та ковбасні вироби,ковбаса,Фует Екстра,24.03.2019,,1,80,,41.90,,Женя,,
87668916,алкоголь,бренді,Bolgrad,26.12.2019,,1,,0.5,174.00,,Женя,,
87668916,алкоголь,вино,Koblevo,26.12.2019,,1,,0.75,57.00,,Женя,,
87671926,алкоголь,коньяк,Hennessy,16.11.2017,,1,,0.5,652.41,,Женя,,
87684112,морепродукти,мідії,Norven,14.07.2019,,1,500,,101.17,,Женя,,
87684112,ковбаса та ковбасні вироби,ковбаса,АТБ Спецзамовлення,14.07.2019,,1,231,,82.34,,Женя,,
87684112,солодощі,молоко згущене,Ічня,14.07.2019,,1,300,,19.43,,Женя,,
87684112,напій безалкогольний,вода газована,Боржомі,14.07.2019,,1,,1.25,10.50,,Женя,,
87684112,ковбаса та ковбасні вироби,ковбаса,М’ясна лавка,14.07.2019,,1,323,,79.71,,Женя,,
87684112,солодощі,тістечка,,14.07.2019,,1,360,,61.62,,Женя,,
87684112,фрукти,банани,,14.07.2019,,1,1500,,30.36,,Женя,,
87684112,напій безалкогольний,вода газована,Боржомі,14.07.2019,,1,,0.33,23.24,,Женя,,
87684112,хлібобулочні вироби,слойка з мʼясом,,14.07.2019,,1,208,,13.00,,Женя,,
87684112,хлібобулочні вироби,слойка з грибами,,14.07.2019,,1,204,,15.13,,Женя,,
89123849,алкоголь,коньяк,Клінков,06.08.2019,,1,,0.5,241.40,,Вероніка,,
89126370,алкоголь,лікер,Becherovka,20.12.2019,,1,,0.5,272.60,,Вероніка,,
89126370,ковбаса та ковбасні вироби,ковбаса,Добров,20.12.2019,,1,320,,86.10,,Вероніка,,
89126370,,чіпси,Pringles,20.12.2019,,1,165,,73.80,,Вероніка,,
89127562,алкоголь,віскі,SIR EDWARDS,10.01.2020,,1,,0.7,285.90,,Вероніка,,
89129351,кава,кава розчинна,Nescafe,08.07.2018,,1,120,,101.60,,Вероніка,,
89129351,кава,кава розчинна,Coffee-mate,08.07.2018,,1,200,,35.50,,Вероніка,,
89129351,солодощі,цукерки,Haribo,08.07.2018,,2,100,,24.90,49.80,Вероніка,,
89129351,алкоголь,напій енергетичний,Revo Alko Energy,08.07.2018,,4,,0.5,28.70,114.80,Вероніка,,
89129351,взуття,босоніжки ,,08.07.2018,,1,,,159.00,,Вероніка,,
89129351,взуття,кеди,,08.07.2018,,1,,,199.00,,Вероніка,,
89138407,алкоголь,коньяк,Remy Martin,15.12.2018,,1,,0.5,677.24,,Вероніка,,
89138407,алкоголь,лікер,Sheridans,23.12.2018,,1,,0.5,310.64,,Вероніка,,
89138407,алкоголь,лікер,Sheridans,24.12.2018,,1,,0.5,310.64,,Вероніка,,
89138407,алкоголь,коньяк,Hennessy,4.1.2019,,1,,0.5,512.22,,Вероніка,,
89138870,алкоголь,віскі,Ballantine’s Finest,10.03.2017,,1,,0.5,350.16,,Вероніка,,
89143226,косметика,касети для гоління,Gillette Fusion,04.04.2017,,2,,,196.00,392.00,Вероніка,,
89143226,косметика,касети для гоління,Gillette Fusion,06.04.2017,,2,,,274.00,548.00,Вероніка,,
89143479,солодощі,шоколад,Milka,09.04.2018,,5,300,,71.50,357.50,Вероніка,,
89143579,алкоголь,віскі,Jack Daniels,21.01.2020,,1,,0.5,399.00,,Вероніка,yes,продав алкоголь і купив ліки
89146855,сир,сулугуні,Ферма,13.02.2020,,1,,,,,Вероніка,,
89146855,сир,моцарела,Золотий Резерв ,13.02.2020,,2,,,,,Вероніка,,
89146855,алкоголь,коньяк,Tairovo,13.02.2020,,1,,0.2,,,Вероніка,,
89146855,солодощі,шоколад,Milka,13.02.2020,,1,,,,,Вероніка,,
89146855,солодощі,шоколад,Веlgіаn,13.02.2020,,1,,,,,Вероніка,,
89152755,ікра,ікра червона,Рибкоппродукт,22.10.2019,,2,120,,204.42,408.84,Вероніка,,
89163344,NA,,,15.11.2019,,,,,,,Вероніка,,
89168770,косметика,лосьйон,Gillette,28.06.2019,16:00,4,,0.1,86.75,347.00,Вероніка,,
89168770,косметика,шампунь,Pantene,28.06.2019,16:00,2,,0.4,67.34,134.64,Вероніка,,
89168770,косметика,дезодорант,Rexona,28.06.2019,16:00,3,,0.15,37.50,112.50,Вероніка,,
89168770,косметика,гель для гоління,Gillette,28.06.2019,16:00,4,,0.2,75.75,303.00,Вероніка,,
89168770,косметика,дезодорант,Rexona,28.06.2019,16:00,2,,0.15,37.50,75.00,Вероніка,,
89168770,косметика,шампунь,Head and Shoulders,28.06.2019,16:00,3,,0.4,81.25,243.75,Вероніка,,
89168770,косметика,мило,Dove,28.06.2019,18:40,1,135,,23.92,,Вероніка,,
89168770,косметика,гель після гоління,Nivea,28.06.2019,18:40,2,,0.1,95.34,190.68,Вероніка,,
89168770,косметика,гель для гоління,Gillette,28.06.2019,18:40,2,,0.2,75.75,151.50,Вероніка,,
89168770,косметика,шампунь,Pantene,28.06.2019,,1,,0.4,67.33,,Вероніка,,
89170371,ковбаса та ковбасні вироби,ковбаса,Добров,02.03.2020,,1,300,,,,Вероніка,,
89170371,алкоголь,коньяк,Bolgrad ,02.03.2020,,1,,0.5,,,Вероніка,,
89170371,напій безалкогольний,нектар,Sandora,02.03.2020,,1,,0.95,,,Вероніка,,
89170371,сир,сир твердий,Тульчинка,02.03.2020,,1,210,,,,Вероніка,,
89171050,кава,кава розчинна,Jacobs,09.12.2019,,4,60,,41.32,165.28,Вероніка,,
89171050,кава,кава розчинна,Jacobs,09.12.2019,,5,120,,88.62,443.10,Вероніка,,
89171050,солодощі,шоколад,Milka,09.12.2019,,20,90,,22.46,449.20,Вероніка,,
89171050,солодощі,шоколад,Milka,09.12.2019,,8,90,,18.32,146.56,Вероніка,,
89171925,алкоголь,віскі,Hankey,17.01.2020,,1,,0.7,,,Вероніка,,
89188728,алкоголь,вино,Таїрово,,,1,,0.7,54.68,,Вероніка,,
89192753,консерви рибні,,,04.07.2019,,5,120,,45.50,227.50,Вероніка,,
89192753,консерви,паштет,,04.07.2019,,2,130,,27.45,54.90,Вероніка,,
89192753,консерви рибні,тунець,,04.07.2019,,1,185,,60.68,,Вероніка,,
89192753,консерви рибні,тунець,John West,04.07.2019,,2,220,,65.90,131.80,Вероніка,,
89194387,алкоголь,лікер,Baileys,03.01.2020,,1,,0.5,,,Вероніка,,
89195478,алкоголь,коньяк,Старый Кахети,12.09.2018,,1,,,227.00,,Вероніка,,
89198447,NA,,,,,,,,,,Вероніка,,
89199648,солодощі,молоко згущене,,28.07.2019,,1,,,26.32,,Вероніка,,
89199648,молочна продукція,йогурт,Чудо,28.07.2019,,1,,,21.92,,Вероніка,,
89199648,ковбаса та ковбасні вироби,ковбаса,Добров,28.07.2019,,1,,,273.48,,Вероніка,,
89199648,солодощі,горіхова паста,Nutella,28.07.2019,,2,,,82.16,164.32,Вероніка,,
89199648,сир,сир твердий,Клуб сиру Нуар,29.07.2019,,2,,,41.28,82.56,Вероніка,,
89199648,кава,кава розчинна,Jacobs,29.07.2019,,1,,,156.48,,Вероніка,,
89199648,молочна продукція,масло вершкове,Селянське,03.08.2019,,2,,,65.52,131.04,Вероніка,,
89199648,кава,кава розчинна,Jacobs,03.08.2019,,1,,,156.48,,Вероніка,,
89199648,солодощі,шоколад,Milka,03.08.2019,,2,,,67.84,135.68,Вероніка,,
89199648,солодощі,цукерки,Фереро Роше,18.08.2019,,1,,,221.35,,Вероніка,,
89199648,солодощі,цукерки,Фереро Роше,19.08.2019,,1,,,221.35,,Вероніка,,
89199648,алкоголь,віскі,JACK DANIELS,21.08.2019,,1,,,359.00,,Вероніка,,
89201971,солодке,шоколад,Korona Максфан,07.06.2018,,6,160,,47.73,286.38,Вероніка,,
89201971,солодке,шоколад,Milka,07.07.2018,,4,300,,68.58,274.32,Вероніка,,
89204776,ікра,ікра червона,,19.01.2020,,2,,,184.25,368.50 ,Вероніка,,
89204776,солодощі,вафлі,,19.01.2020,,1,,,74.67,,Вероніка,,
89206901,NA,,,,,,,,,,Вероніка,,
89217810,алкоголь,джин,Gibson,06.02.2020,,1,,,231.50,,Вероніка,,
89217851,ікра,ікра червона,Рибкоппродукт,08.04.2020,,1,120,,152.42,,Вероніка,,
89217851,кава,кава розчинна,Jacobs Monarch,08.04.2020,,1,190,,99.92,,Вероніка,,
89217851,косметика,шампунь,Syoss,08.04.2020,,1,,0.5,69.58,,Вероніка,,
89219306,косметика,гель після гоління,Nivea,02.02.2020,,1,,0.1,85.30,,Вероніка,,
89219306,косметика,крем,Nivea,02.02.2020,,1,,0.1,72.95,,Вероніка,,
89219306,одяг,труси,,02.02.2020,,1,,,13.41,,Вероніка,,
89219306,одяг,труси дитячі,,02.02.2020,,2,,,18.35,36.70,Вероніка,,
89219306,одяг,труси,,02.02.2020,,1,,,16.06,,Вероніка,,
89219306,одяг,труси,,02.02.2020,,1,,,17.10,,Вероніка,,
89219306,одяг,труси,,02.02.2020,,1,,,16.94,,Вероніка,,
89219306,одяг,колготки,,02.02.2020,,1,,,35.00,,Вероніка,,
89219306,одяг,набір,,02.02.2020,,1,,,42.45,,Вероніка,,
89219306,мʼясо та м'ясні продукти,філе куряче,Ситний Ряд,02.02.2020,,1,450,,44.16,,Вероніка,,
89220704,кава,кава розчинна,Jacobs Monarch,15.04.2020,,1,95,,97.28,,Вероніка,,
89220704,кава,кава розчинна,Jacobs Monarch,15.04.2020,,1,,,207.92,,Вероніка,,
89220704,алкоголь,віскі,Dewar’s White Label,15.04.2020,,1,,0.375,192.32,,Вероніка,,
89220704,напій безалкогольний,нектар,Біола ,15.04.2020,,1,,0.5,12.40,,Вероніка,,
89221138,алкоголь,віскі,Glenfiddich,29.02.2020,,1,,0.5,811.48,,Вероніка,,
89222281,алкоголь,горілка,Medoff Classic,08.11.2018,,1,,0.7,125.20,,Вероніка,,
89222281,алкоголь,напій енергетичний,Revo Alko Energy,08.11.2018,,1,,0.5,29.20,,Вероніка,,
89222281,солодощі,шоколад,Roshen,08.11.2018,,1,90,,20.40,,Вероніка,,
89222281,алкоголь,пиво,Опілля Корифей,08.11.2018,,1,,1,28.40,,Вероніка,,
89222614,алкоголь,віскі,Ballantine’s Finest,25.03.2020,15:05,1,,0.5,378.20,,Вероніка,,
89222614,алкоголь,лікер,Jagermeuster,25.03.2020,15:27,1,,0.5,332.00,,Вероніка,,
89222614,алкоголь,віскі,Ballantine’s Finest,25.03.2020,17:41,1,,0.5,378.20,,Вероніка,,
89222614,алкоголь,віскі,Chivas Regal,25.03.2020,17:41,1,,,735.50,,Вероніка,,
89226101,алкоголь,текіла,Tequila Tiscaz,10.01.2019,,1,,,237.85,,Вероніка,,
89226313,алкоголь,коньяк,ASTAFIAN,28.09.2019,,1,,0.5,189.90,,Вероніка,,
89226313,алкоголь,коньяк,Askaneli Brothers,28.09.2019,,1,,0.5,237.07,,Вероніка,,
89226769,ікра,ікра червона,Norven,12.12.2019,,1,,,215.90,,Вероніка,,
89226769,солодощі,шоколад,Milka,14.1.2020,,1,300,,91.70 ,,Вероніка,,
89226769,солодощі,шоколад,Milka,14.1.2020,,2,300,,82.20,164.40,Вероніка,,
89226769,солодощі,шоколад,Milka,28.1.2020,,1,276,,83.94,,Вероніка,,
89226769,солодощі,шоколад,Millennium,28.01.2020,,4,140,,39.96,159.84,Вероніка,,
89226769,солодощі,шоколад,Milka,28.01.2020,,1,300,,83.94,,Вероніка,,
89226769,солодощі,шоколад,Milka,29.01.2020,,6,300,,83.94,503.64,Вероніка,,
89226769,солодощі,шоколад,Millennium,27.02.2020,,5,,,44.35,221.75,Вероніка,,
89226769,солодощі,шоколад,Milka,02.03.2020,,3,,,83.94,251.82,Вероніка,,
89226769,солодощі,шоколад,Millennium,09.03.2020,,6,,,26.22,157.32,Вероніка,,
89226769,солодощі,шоколад,Millennium,09.03.2020,,6,,,27.72,166.32,Вероніка,,
89226769,солодощі,шоколад,Milka,11.03.2020,,3,,,83.94,251.82,Вероніка,,
89226769,солодощі,шоколад,Milka,14.03.2020,,3,,,80.50,241.50,Вероніка,,
89226769,солодощі,шоколад,,14.03.2020,,6,,,,,Вероніка,,
89226769,кава,кава мелена,Лаваца,14.03.2020,,1,,,,,Вероніка,,
89232129,техніка,мініквадрокоптер,,23.10.2019,,1,,,699.00,,Вероніка,,
89233551,ікра,ікра червона,Парамушир,21.7.2018,,2,120,,200.90,401.80,Вероніка,,
89236311,одяг,шкарпетки,,20.02.2020,,3,,,,44.85,Вероніка,,
89236311,побутова хімія,засіб миючий,Fairy,20.02.2020,,1,,1,49.80,,Вероніка,,
89236311,молочна продукція,молоко згущене,Ічня,20.02.2020,,1,,0.9,50.80,,Вероніка,,
89236311,солодощі,шоколад,Milka,20.02.2020,,1,300,,88.20,,Вероніка,,
89236311,солодощі,батончик,Snickers,20.02.2020,,3,,,30.00,90.00,Вероніка,,
89236311,косметика,крем,Garnier,20.02.2020,,1,,,101.70,,Вероніка,,
89236311,посуд,судок,,20.02.2020,,1,,,109.00,,Вероніка,,
89238881,алкоголь,віскі,Johnnie,10.04.2020,10:50,1,,0.5,339.00,,Вероніка,,
89238881,алкоголь,віскі,Jameson,10.04.2020,11:11,1,,0.5,290.30,,Вероніка,,
89238881,алкоголь,віскі,Ballantine’s Finest,10.04.2020,12:04,1,,0.5,290.30,,Вероніка,,
89238881,алкоголь,віскі,Johnnie,10.04.2020,12:33,1,,0.5,339.00,,Вероніка,,
89240931,NA,,,,,,,,,,Вероніка,,
89242556,солодощі,шоколад,Milka,24.03.2020,,2,,,40.50,81.00,Вероніка,,
89242556,ікра,ікра червона,Рибкоппродукт,24.03.2020,,1,,,199.90,,Вероніка,,
89242556,риба,риба сушена,,24.03.2020,,1,,,21.80,,Вероніка,,
89242556,риба,риба сушена,Своя Лінія,24.03.2020,,1,,,19.70,,Вероніка,,
89242926,NA,,,,,,,,,,Вероніка,,
89244331,NA,,,,,,,,,,Вероніка,,
89244537,NA,,,,,,,,,,Вероніка,,
89252257,NA,,,,,,,,,,Вероніка,,
89260346,мʼясо та м'ясні продукти,філе куряче,Наша ряба,13.11.2019,,10,7884,,128.95,1016.64,Вероніка,,
89260346,мʼясо та м'ясні продукти,стегно куряче,Наша ряба,13.11.2019,,2,1387,,145.21,,Вероніка,,
89260346,риба,форель слабосолена,Norven,13.11.2019,,2,260,,79.30,158.60,Вероніка,,
89260346,риба,сьомга,Своя Лінія,13.11.2019,,1,80,,58.00,,Вероніка,,
89260346,ікра,ікра червона,Norven,13.11.2019,,2,240,,228.20,456.40,Вероніка,,
89260346,ікра,ікра червона,Камчадал,13.11.2019,,1,100,,209.90,,Вероніка,,
89260966,кава,кава розчинна,Jacobs Monarch,06.05.2019,,1,400,,302.90,,Вероніка,,
89261694,кава,кава розчинна,Jacobs Monarch,18.08.2019,,4,200,,163.00,652.00,Вероніка,,
89262936,алкоголь,віскі,Jack Daniels,19.03.2020,,1,,0.5,345.42,,Вероніка,,
89269944,алкоголь,коньяк,Азіайап,25.02.2020,17:11,1,,0.5,279.90,,Вероніка,,
89269944,алкоголь,коньяк,Закарпатський,25.02.2020,18:30,2,,0.5,222.60,445.32,Вероніка,,
89271145,алкоголь,горілка,Хортиця,26.04.2020,,1,,1,144.35,,Вероніка,,
89271145,товари для тварин,корм для тварин,Своя Лінія,26.04.2020,,1,400,,16.65,,Вероніка,,
89271145,солодощі,цукерки,,26.04.2020,,1,1000,,11.94,,Вероніка,,
89271145,товари для тварин,корм для тварин,Friskies,26.04.2020,,4,,,5.88,,Вероніка,,
89271145,ковбаса та ковбасні вироби,сосиски,М’ясна лавка,26.04.2020,,1,300,,43.22,,Вероніка,,
89271145,солодощі,яйце kinder,Kinder,26.04.2020,,1,100,,94.27,,Вероніка,,
89271145,солодощі,яйце kinder,KinderJoy,26.04.2020,,1,,,27.67,,Вероніка,,
89271145,алкоголь,напій енергетичний,Revo Alko Energy,26.04.2020,,1,,0.5,24.70,,Вероніка,,
89271145,алкоголь,напій енергетичний,Revo Alko Energy,26.04.2020,,1,,0.5,24.46,,Вероніка,,
89271145,ковбаса та ковбасні вироби,ковбаса,М’ясна лавка,26.04.2020,,1,,0.55,66.18,,Вероніка,,
89271145,дитячі товари,іграшка,,26.04.2020,,1,,,96.71,,Вероніка,,
89271145,молочна продукція,морозиво,Три Ведмеді,26.04.2020,,1,,0.5,87.97 ,,Вероніка,,
89271145,солодощі,шоколад,TrapaPostres,26.04.2020,,1,300,,43.84,,Вероніка,,
89271145,солодощі,шоколад,Milka,26.04.2020,,1,300,,68.12,,Вероніка,,
89271145,солодощі,шоколад,Світоч,26.04.2020,,1,90,,18.34,,Вероніка,,
89271145,солодощі,шоколад,Своя Лінія,26.04.2020,,1,65,,12.11,,Вероніка,,
89271145,солодощі,яйце kinder,KinderJoy,26.04.2020,,1,20,,29.35,,Вероніка,,
89271145,солодощі,батончик,KinderBueno,26.04.2020,,1,43,,15.22,,Вероніка,,
89271145,овочі,картопля,,26.04.2020,,,1014,,33.66,,Вероніка,,
89271238,алкоголь,лікер,Jack Daniels,08.01.2020,,1,,0.5,428.67,,Вероніка,,
89271238,алкоголь,лікер,Jim Beam,09.01.2020,,1,,0.5,307.92 ,,Вероніка,,
89272301,NA,,,09.01.2020,,,,,,,Вероніка,,
89273447,інструменти,шуруповерт ,,07.01.2020,,1,,,299.17,,Вероніка,,
89275439,алкоголь,віскі,Джек Денієлз,29.04.2019,,1,,0.5,277.05,,Вероніка,,
89275797,алкоголь,коньяк,Шабо,14.03.2020,,1,,0.25,63.25,,Вероніка,,
89275797,горіхи,мигдаль,Своя Лінія,14.03.2020,,1,75,,24.92,,Вероніка,,
89275797,горіхи,фісташки,Своя Лінія,14.03.2020,,1,150,,83.25,,Вероніка,,
89275797,спеції,ванілін,Своя Лінія,14.03.2020,,7,2,,1.58,11.06,Вероніка,,
89275797,косметика,дезодорант,Nivea,14.03.2020,,1,,,25.75,,Вероніка,,
89275797,дитячі товари,іграшка,Matchbox,14.03.2020,,1,,,37.42,,Вероніка,,
89275797,солодощі,шоколад,Millennium,14.03.2020,,1,140,,36.25,,Вероніка,,
89275797,спеції,ванілін,Мрія,14.03.2020,,5,2,,1.75,8.75,Вероніка,,
89275797,,насіння квітів,Свитязь,14.03.2020,,2,,,2.58,5.16,Вероніка,,
89277831,алкоголь,віскі,Джек Деніелс,03.11.2019,,1,,,800.00,,Вероніка,,
89277831,алкоголь,лікер,Sheridans,16.11.2019,,1,,0.5,441.60 ,,Вероніка,,
91468411,алкоголь,віскі,Dewar’s ,07.03.2019,,1,,0.7,846.67,,Карина,,
91458136,NA,,,,,,,,,,Карина,,
91459557,молочна продукція,масло вершкове,Ферма,15.09.2019,,1,200,,52.50,,Карина,yes,пенсіонерка
91459557,молочна продукція,масло вершкове,Ферма,15.09.2019,,1,400,,86.80,,Карина,yes,пенсіонерка
91459557,чай,чай чорний,Ahmad,15.09.2019,,2,,,37.40,214.10,Карина,yes,пенсіонерка
91459557,молочна продукція,масло вершкове,Ферма,20.09.2019,,2,200,,52.20,,Карина,yes,пенсіонерка
91459557,чай,чай чорний,Ahmad,20.09.2019,,1,,,60.90,,Карина,yes,пенсіонерка
91459557,ковбаса та ковбасні вироби,ковбаса,Добров,20.09.2019,,1,280,,83.30,,Карина,yes,пенсіонерка
91459557,молочна продукція,масло вершкове,Ферма,21.09.2019,,5,200,,52.50,,Карина,yes,пенсіонерка
91459557,риба солона,сьомга,Norven,21.09.2019,,1,,,194.20,,Карина,yes,пенсіонерка
91459557,ковбаса та ковбасні вироби,ковбаса,Добров,21.09.2019,,1,280,,83.30,,Карина,yes,пенсіонерка
91459557,солодощі,шоколад,АВК,21.09.2019,,2,90,,21.40,,Карина,yes,пенсіонерка
91459557,солодощі,шоколад,Belgian,21.09.2019,,3,100,,42.90,,Карина,yes,пенсіонерка
91459557,чай,чай чорний,Ahmad,21.09.2019,,1,,,37.40,,Карина,yes,пенсіонерка
91468595,алкоголь,віскі,Dewar’s ,08.02.2020,,1,,0.5,332.33,,Карина,,
91468595,кава,кава розчинна,Nescafe,08.02.2020,,1,190,,182.67,,Карина,,
91468595,ікра,ікра червона,Рибкоппродукт,08.02.2020,,1,120,,99.90,,Карина,,
91473386,косметика,шампунь,Head&Shoulders,25.04.2020,,1,,0.3,64.75,,Карина,,
91473386,солодощі,шоколад,Millennium,25.04.2020,,1,140,,35.17,,Карина,,
91473386,солодощі,халва,Золотой Век,25.04.2020,,1,500,,23.75,,Карина,,
91473386,,насіння огірка,Свитязь,25.04.2020,,1,,,5.75,,Карина,,
91473386,ковбаса та ковбасні вироби,ковбаса,АТБ Спецзамовлення,25.04.2020,,1,650,,227.36,,Карина,,
91473386,сир,сир напівтвердий,Serenada Radamer,25.04.2020,,1,200,,43.67,,Карина,,
91473386,ковбаса та ковбасні вироби,шийка свиняча,Добров,25.04.2020,,2,565,,,282.02,Карина,,
