"id","yend","color","start","end","curvature","dif","ystart"
"92874636",1,"однакову",100,100,-44.9890074534828,0,0
"92874636",2,"більшу",100,105.132609431166,-25.6696516345827,540.43,1
"92891042",1,"однакову",100,100,-44.9890074534828,0,0
"92891042",2,"більшу",100,108.077249391936,-43.3274348937387,46.48,1
"92921704",1,"однакову",100,100,-44.9890074534828,0,0
"92921704",2,"більшу",100,108.48496590741,-28.9044989007454,449.94,1
"92921704",3,"більшу",108.48496590741,117.787328914274,-39.6968559529555,148.04,2
"92921704",4,"меншу",117.787328914274,110.188295604894,-68.7178937208429,-663.78,3
"92921719",1,"однакову",100,100,-44.9890074534828,0,0
"92921719",2,"однакову",100,100,-45.0211807603625,-0.899999999999977,1
"92924252",1,"однакову",100,100,-44.9890074534828,0,0
"92924252",2,"меншу",100,94.3720262614079,-47.2983359250719,-64.6,1
"92924252",3,"більшу",94.3720262614079,101.089138304815,-41.7777539456986,89.83,2
"92924252",4,"більшу",101.089138304815,110.86612251238,-43.5755268379002,39.54,3
"92936096",1,"однакову",100,100,-44.9890074534828,0,0
"92936096",2,"більшу",100,109.457124216715,-42.1438146817524,79.59,1
"92936805",1,"однакову",100,100,-44.9890074534828,0,0
"92936805",2,"меншу",100,91.4341843686998,-51.7382522744741,-188.8,1
"92936805",3,"більшу",91.4341843686998,99.1077465121634,-25.3990383756055,548,2
"92936805",4,"меншу",99.1077465121634,92.8418194572441,-68.6113643269523,-660.8,3
"92950922",1,"однакову",100,100,-44.9890074534828,0,0
"92950922",2,"однакову",100,100,-44.9890074534828,0,1
"92950922",3,"однакову",100,100,-44.9890074534828,0,2
"92950967",1,"однакову",100,100,-44.9890074534828,0,0
"92950967",2,"однакову",100,100,-44.9890074534828,0,1
"92950967",3,"більшу",100,105.767936601769,-21.2207982554918,664.88,2
"92978727",1,"однакову",100,100,-44.9890074534828,0,0
"92978727",2,"меншу",100,91.2369092414156,-50.2414785421917,-146.93,1
"92978727",3,"більшу",91.2369092414156,98.3879676682409,-34.7875668042969,285.37,2
"93001086",1,"однакову",100,100,-44.9890074534828,0,0
"93001086",2,"більшу",100,108.766706291353,-37.9480579834486,196.96,1
"93058680",1,"однакову",100,100,-44.9890074534828,0,0
"93058680",2,"більшу",100,105.099164226558,-39.261086385329,160.23,1
"93062180",1,"однакову",100,100,-44.9890074534828,0,0
"93062180",2,"більшу",100,108.934822945157,-31.8694478703058,367,1
"93063843",1,"однакову",100,100,-44.9890074534828,0,0
"93063843",2,"більшу",100,107.486559763784,-39.7822939567805,145.65,1
"93064877",1,"однакову",100,100,-44.9890074534828,0,0
"93064877",2,"меншу",100,92.1985039825086,-45.9184585411193,-26,1
"93090134",1,"однакову",100,100,-44.9890074534828,0,0
"93090134",2,"більшу",100,109.302152456949,-23.1755053890289,610.2,1
"93090134",3,"меншу",109.302152456949,100.881640447769,-61.7655995853218,-469.3,2
"93090134",4,"більшу",100.881640447769,110.514335082844,-36.7490660803975,230.5,3
"93090134",5,"меншу",110.514335082844,103.860992888222,-51.6095590469552,-185.2,4
"93104699",1,"однакову",100,100,-44.9890074534828,0,0
"93104699",2,"більшу",100,106.366116028512,-21.6397662073034,653.16,1
"93125160",1,"однакову",100,100,-44.9890074534828,0,0
"93125160",2,"меншу",100,93.4832997305784,-55.230843476862,-286.5,1
"93125160",3,"меншу",93.4832997305784,83.7671742634848,-50.0509410692262,-141.6,2
"93135051",1,"однакову",100,100,-44.9890074534828,0,0
"93135051",2,"більшу",100,105.141551215202,-43.1372549019608,51.8,1
"93161987",1,"однакову",100,100,-44.9890074534828,0,0
